Bruinbase> Bruinbase> Bruinbase> { key: 2, pid: 1277 | 3 } 
{ key: 398412341, pid: 748 | 4 } 
{ key: 398512341, pid: 1219 | 8 } 
{ key: 398612341, pid: 456 | 5 } 
{ key: 398812341, pid: 1189 | 1 } 
{ key: 398912341, pid: 1025 | 4 } 
{ key: 399012341, pid: 261 | 1 } 
{ key: 399112341, pid: 894 | 6 } 
{ key: 399123411, pid: 150 | 1 } 
{ key: 399212341, pid: 1152 | 6 } 
{ key: 399312341, pid: 943 | 7 } 
{ key: 399412341, pid: 1041 | 3 } 
{ key: 399512341, pid: 1096 | 1 } 
{ key: 399612341, pid: 1036 | 2 } 
{ key: 399712341, pid: 1043 | 7 } 
{ key: 399812341, pid: 566 | 7 } 
{ key: 399912341, pid: 476 | 7 } 
{ key: 400012341, pid: 716 | 1 } 
{ key: 400112341, pid: 344 | 4 } 
{ key: 400123411, pid: 1215 | 6 } 
{ key: 400312341, pid: 920 | 7 } 
{ key: 400512341, pid: 1313 | 3 } 
{ key: 400712341, pid: 596 | 0 } 
{ key: 400812341, pid: 65 | 0 } 
{ key: 400912341, pid: 64 | 0 } 
{ key: 401112341, pid: 115 | 5 } 
{ key: 401123411, pid: 400 | 0 } 
{ key: 401212341, pid: 36 | 2 } 
{ key: 401412341, pid: 310 | 4 } 
{ key: 401512341, pid: 1138 | 4 } 
{ key: 401712341, pid: 317 | 8 } 
{ key: 402112341, pid: 1291 | 6 } 
{ key: 402123411, pid: 1124 | 4 } 
{ key: 402212341, pid: 1017 | 5 } 
{ key: 402312341, pid: 510 | 8 } 
{ key: 402612341, pid: 1103 | 8 } 
{ key: 402712341, pid: 276 | 0 } 
{ key: 402912341, pid: 1027 | 8 } 
{ key: 403112341, pid: 1114 | 1 } 
{ key: 403123411, pid: 349 | 7 } 
{ key: 403212341, pid: 787 | 4 } 
{ key: 403312341, pid: 205 | 3 } 
{ key: 403412341, pid: 767 | 2 } 
{ key: 403512341, pid: 525 | 2 } 
{ key: 403612341, pid: 193 | 8 } 
{ key: 403712341, pid: 1258 | 5 } 
{ key: 403812341, pid: 1056 | 8 } 
{ key: 403912341, pid: 1097 | 3 } 
{ key: 404012341, pid: 1134 | 1 } 
{ key: 404112341, pid: 1068 | 8 } 
{ key: 404123411, pid: 1109 | 3 } 
{ key: 404212341, pid: 547 | 5 } 
{ key: 404312341, pid: 835 | 4 } 
{ key: 404412341, pid: 533 | 8 } 
{ key: 404512341, pid: 581 | 7 } 
{ key: 404712341, pid: 330 | 4 } 
{ key: 404912341, pid: 804 | 1 } 
{ key: 405112341, pid: 380 | 5 } 
{ key: 405123411, pid: 205 | 8 } 
{ key: 405312341, pid: 288 | 4 } 
{ key: 405412341, pid: 1058 | 2 } 
{ key: 405512341, pid: 1250 | 1 } 
{ key: 405612341, pid: 1062 | 8 } 
{ key: 405712341, pid: 1290 | 3 } 
{ key: 405812341, pid: 928 | 7 } 
{ key: 406012341, pid: 175 | 3 } 
{ key: 406112341, pid: 738 | 5 } 
{ key: 406123411, pid: 102 | 1 } 
{ key: 406212341, pid: 889 | 0 } 
{ key: 406312341, pid: 91 | 4 } 
{ key: 406412341, pid: 282 | 7 } 
{ key: 406512341, pid: 350 | 6 } 
{ key: 406612341, pid: 7 | 3 } 
{ key: 406712341, pid: 322 | 3 } 
{ key: 406912341, pid: 125 | 0 } 
{ key: 407012341, pid: 413 | 2 } 
{ key: 407123411, pid: 464 | 0 } 
{ key: 407212341, pid: 811 | 7 } 
{ key: 407312341, pid: 1138 | 3 } 
{ key: 407512341, pid: 820 | 7 } 
{ key: 407612341, pid: 1323 | 4 } 
{ key: 407712341, pid: 1135 | 7 } 
{ key: 407812341, pid: 1196 | 7 } 
{ key: 407912341, pid: 767 | 8 } 
{ key: 408012341, pid: 293 | 7 } 
{ key: 408112341, pid: 733 | 3 } 
{ key: 408123411, pid: 1104 | 5 } 
{ key: 408212341, pid: 660 | 4 } 
{ key: 408512341, pid: 151 | 7 } 
{ key: 408612341, pid: 364 | 1 } 
{ key: 408712341, pid: 107 | 8 } 
{ key: 408812341, pid: 1116 | 4 } 
{ key: 409012341, pid: 867 | 7 } 
{ key: 409112341, pid: 377 | 0 } 
{ key: 409123411, pid: 808 | 6 } 
{ key: 409212341, pid: 1208 | 2 } 
{ key: 409712341, pid: 1105 | 4 } 
{ key: 409812341, pid: 342 | 2 } 
{ key: 409912341, pid: 324 | 6 } 
{ key: 410112341, pid: 381 | 8 } 
{ key: 410123411, pid: 990 | 6 } 
{ key: 410412341, pid: 822 | 1 } 
{ key: 410512341, pid: 157 | 0 } 
{ key: 410712341, pid: 273 | 5 } 
{ key: 410812341, pid: 605 | 0 } 
{ key: 410912341, pid: 805 | 1 } 
{ key: 411012341, pid: 1096 | 2 } 
{ key: 411112341, pid: 281 | 7 } 
{ key: 411212341, pid: 1142 | 6 } 
{ key: 411312341, pid: 929 | 5 } 
{ key: 411412341, pid: 1201 | 8 } 
{ key: 411512341, pid: 1072 | 8 } 
{ key: 411612341, pid: 677 | 3 } 
{ key: 412012341, pid: 1214 | 3 } 
{ key: 412112341, pid: 1105 | 3 } 
{ key: 412123411, pid: 54 | 2 } 
{ key: 412312341, pid: 916 | 1 } 
{ key: 412512341, pid: 872 | 1 } 
{ key: 412612341, pid: 420 | 7 } 
{ key: 412712341, pid: 428 | 2 } 
{ key: 412812341, pid: 657 | 2 } 
{ key: 412912341, pid: 421 | 5 } 
{ key: 413012341, pid: 1163 | 6 } 
{ key: 413112341, pid: 1248 | 5 } 
{ key: 413123411, pid: 611 | 6 } 
{ key: 413212341, pid: 806 | 0 } 
{ key: 413312341, pid: 1144 | 6 } 
{ key: 413612341, pid: 1109 | 5 } 
{ key: 413812341, pid: 1009 | 3 } 
{ key: 413912341, pid: 1166 | 1 } 
{ key: 414012341, pid: 711 | 1 } 
{ key: 414112341, pid: 1184 | 6 } 
{ key: 414212341, pid: 1157 | 7 } 
{ key: 414412341, pid: 1070 | 2 } 
{ key: 414512341, pid: 50 | 2 } 
{ key: 414612341, pid: 474 | 1 } 
{ key: 414712341, pid: 1176 | 8 } 
{ key: 414812341, pid: 580 | 5 } 
{ key: 414912341, pid: 877 | 0 } 
{ key: 415012341, pid: 768 | 5 } 
{ key: 415112341, pid: 1009 | 2 } 
{ key: 415123411, pid: 1013 | 3 } 
{ key: 415212341, pid: 352 | 5 } 
{ key: 415312341, pid: 1131 | 0 } 
{ key: 415412341, pid: 989 | 1 } 
{ key: 415512341, pid: 1240 | 4 } 
{ key: 415612341, pid: 789 | 3 } 
{ key: 415712341, pid: 817 | 7 } 
{ key: 415812341, pid: 962 | 5 } 
{ key: 415912341, pid: 1168 | 0 } 
{ key: 416123411, pid: 422 | 0 } 
{ key: 416312341, pid: 1352 | 7 } 
{ key: 416512341, pid: 207 | 8 } 
{ key: 416612341, pid: 1032 | 8 } 
{ key: 416712341, pid: 1102 | 6 } 
{ key: 416812341, pid: 283 | 7 } 
{ key: 416912341, pid: 1129 | 4 } 
{ key: 417012341, pid: 121 | 2 } 
{ key: 417112341, pid: 149 | 1 } 
{ key: 417212341, pid: 1189 | 4 } 
{ key: 417312341, pid: 843 | 0 } 
{ key: 417412341, pid: 470 | 3 } 
{ key: 417512341, pid: 609 | 8 } 
{ key: 417612341, pid: 161 | 3 } 
{ key: 417712341, pid: 765 | 0 } 
{ key: 417812341, pid: 642 | 8 } 
{ key: 417912341, pid: 606 | 6 } 
{ key: 418012341, pid: 1317 | 4 } 
{ key: 418112341, pid: 387 | 8 } 
{ key: 418123411, pid: 640 | 2 } 
{ key: 418312341, pid: 297 | 8 } 
{ key: 418512341, pid: 821 | 6 } 
{ key: 418612341, pid: 952 | 3 } 
{ key: 418712341, pid: 849 | 7 } 
{ key: 418812341, pid: 747 | 2 } 
{ key: 418912341, pid: 1024 | 0 } 
{ key: 419112341, pid: 1125 | 1 } 
{ key: 419212341, pid: 788 | 3 } 
{ key: 419412341, pid: 630 | 7 } 
{ key: 419512341, pid: 1330 | 4 } 
{ key: 419612341, pid: 906 | 7 } 
{ key: 419712341, pid: 361 | 3 } 
{ key: 419812341, pid: 332 | 7 } 
{ key: 419912341, pid: 1031 | 2 } 
{ key: 420012341, pid: 749 | 4 } 
{ key: 420123411, pid: 845 | 6 } 
{ key: 420312341, pid: 974 | 3 } 
{ key: 420412341, pid: 174 | 6 } 
{ key: 420512341, pid: 1231 | 3 } 
{ key: 420612341, pid: 627 | 1 } 
{ key: 420812341, pid: 132 | 6 } 
{ key: 420912341, pid: 529 | 0 } 
{ key: 421012341, pid: 632 | 3 } 
{ key: 421112341, pid: 387 | 0 } 
{ key: 421123411, pid: 873 | 7 } 
{ key: 421212341, pid: 1339 | 5 } 
{ key: 421312341, pid: 899 | 8 } 
{ key: 421512341, pid: 481 | 4 } 
{ key: 421612341, pid: 570 | 5 } 
{ key: 421912341, pid: 1013 | 2 } 
{ key: 422012341, pid: 1064 | 4 } 
{ key: 422112341, pid: 1123 | 1 } 
{ key: 422123411, pid: 212 | 8 } 
{ key: 422212341, pid: 346 | 4 } 
{ key: 422312341, pid: 991 | 3 } 
{ key: 422412341, pid: 1342 | 5 } 
{ key: 422512341, pid: 118 | 8 } 
{ key: 422612341, pid: 364 | 4 } 
{ key: 422712341, pid: 1099 | 6 } 
{ key: 422812341, pid: 908 | 0 } 
{ key: 423012341, pid: 1223 | 1 } 
{ key: 423123411, pid: 361 | 6 } 
{ key: 423212341, pid: 1046 | 8 } 
{ key: 423412341, pid: 1363 | 7 } 
{ key: 423512341, pid: 647 | 5 } 
{ key: 423612341, pid: 540 | 4 } 
{ key: 423712341, pid: 526 | 4 } 
{ key: 423812341, pid: 673 | 4 } 
{ key: 423912341, pid: 1335 | 6 } 
{ key: 424012341, pid: 1304 | 2 } 
{ key: 424123411, pid: 87 | 5 } 
{ key: 424212341, pid: 1115 | 3 } 
{ key: 424312341, pid: 1131 | 7 } 
{ key: 424412341, pid: 1016 | 5 } 
{ key: 424512341, pid: 818 | 4 } 
{ key: 424612341, pid: 376 | 0 } 
{ key: 424712341, pid: 1057 | 2 } 
{ key: 424912341, pid: 182 | 3 } 
{ key: 425012341, pid: 126 | 2 } 
{ key: 425112341, pid: 1121 | 8 } 
{ key: 425123411, pid: 977 | 8 } 
{ key: 425312341, pid: 1149 | 2 } 
{ key: 425412341, pid: 1172 | 4 } 
{ key: 425512341, pid: 662 | 4 } 
{ key: 425612341, pid: 1153 | 0 } 
{ key: 425712341, pid: 764 | 1 } 
{ key: 425812341, pid: 372 | 6 } 
{ key: 425912341, pid: 995 | 3 } 
{ key: 426012341, pid: 483 | 8 } 
{ key: 426112341, pid: 771 | 7 } 
{ key: 426212341, pid: 1196 | 2 } 
{ key: 426312341, pid: 963 | 2 } 
{ key: 426512341, pid: 618 | 7 } 
{ key: 426712341, pid: 1049 | 3 } 
{ key: 426812341, pid: 1287 | 0 } 
{ key: 427012341, pid: 1025 | 7 } 
{ key: 427112341, pid: 807 | 5 } 
{ key: 427123411, pid: 1121 | 6 } 
{ key: 427212341, pid: 397 | 0 } 
{ key: 427312341, pid: 480 | 6 } 
{ key: 427412341, pid: 1027 | 2 } 
{ key: 427512341, pid: 741 | 2 } 
{ key: 427612341, pid: 1217 | 0 } 
{ key: 427712341, pid: 294 | 3 } 
{ key: 427812341, pid: 83 | 0 } 
{ key: 427912341, pid: 899 | 6 } 
{ key: 428123411, pid: 1181 | 2 } 
{ key: 428212341, pid: 1128 | 1 } 
{ key: 428312341, pid: 1005 | 1 } 
{ key: 428412341, pid: 443 | 1 } 
{ key: 428512341, pid: 444 | 0 } 
{ key: 428812341, pid: 115 | 1 } 
{ key: 428912341, pid: 1185 | 5 } 
{ key: 429012341, pid: 781 | 8 } 
{ key: 429112341, pid: 1343 | 5 } 
{ key: 429212341, pid: 983 | 8 } 
{ key: 429412341, pid: 529 | 2 } 
{ key: 429512341, pid: 980 | 5 } 
{ key: 429712341, pid: 179 | 1 } 
{ key: 429812341, pid: 377 | 7 } 
{ key: 429912341, pid: 584 | 7 } 
{ key: 430012341, pid: 1008 | 0 } 
{ key: 430112341, pid: 489 | 8 } 
{ key: 430123411, pid: 928 | 5 } 
{ key: 430212341, pid: 969 | 3 } 
{ key: 430312341, pid: 666 | 0 } 
{ key: 430412341, pid: 700 | 1 } 
{ key: 430512341, pid: 1066 | 1 } 
{ key: 430612341, pid: 924 | 2 } 
{ key: 430712341, pid: 1150 | 2 } 
{ key: 430812341, pid: 1026 | 3 } 
{ key: 430912341, pid: 465 | 2 } 
{ key: 431012341, pid: 848 | 6 } 
{ key: 431112341, pid: 898 | 6 } 
{ key: 431123411, pid: 803 | 0 } 
{ key: 431212341, pid: 1321 | 3 } 
{ key: 431312341, pid: 981 | 1 } 
{ key: 431412341, pid: 1130 | 4 } 
{ key: 431612341, pid: 66 | 3 } 
{ key: 431712341, pid: 744 | 5 } 
{ key: 431812341, pid: 871 | 0 } 
{ key: 432012341, pid: 1127 | 1 } 
{ key: 432212341, pid: 856 | 1 } 
{ key: 432312341, pid: 893 | 1 } 
{ key: 432412341, pid: 622 | 1 } 
{ key: 432512341, pid: 772 | 6 } 
{ key: 432612341, pid: 983 | 7 } 
{ key: 432712341, pid: 440 | 3 } 
{ key: 432812341, pid: 1044 | 6 } 
{ key: 432912341, pid: 751 | 4 } 
{ key: 433012341, pid: 839 | 2 } 
{ key: 433112341, pid: 908 | 8 } 
{ key: 433123411, pid: 341 | 5 } 
{ key: 433212341, pid: 676 | 8 } 
{ key: 433312341, pid: 706 | 1 } 
{ key: 433412341, pid: 465 | 0 } 
{ key: 433512341, pid: 824 | 3 } 
{ key: 433612341, pid: 987 | 8 } 
{ key: 433812341, pid: 734 | 7 } 
{ key: 434212341, pid: 66 | 0 } 
{ key: 434512341, pid: 1081 | 7 } 
{ key: 434612341, pid: 1051 | 7 } 
{ key: 434712341, pid: 150 | 2 } 
{ key: 434812341, pid: 1128 | 8 } 
{ key: 434912341, pid: 1065 | 2 } 
{ key: 435012341, pid: 962 | 2 } 
{ key: 435112341, pid: 629 | 5 } 
{ key: 435123411, pid: 1062 | 0 } 
{ key: 435212341, pid: 747 | 3 } 
{ key: 435312341, pid: 220 | 4 } 
{ key: 435412341, pid: 196 | 6 } 
{ key: 435512341, pid: 1012 | 5 } 
{ key: 435612341, pid: 167 | 7 } 
{ key: 435912341, pid: 315 | 0 } 
{ key: 436012341, pid: 289 | 7 } 
{ key: 436123411, pid: 357 | 3 } 
{ key: 436212341, pid: 631 | 6 } 
{ key: 436412341, pid: 262 | 3 } 
{ key: 436512341, pid: 653 | 1 } 
{ key: 436612341, pid: 1306 | 5 } 
{ key: 436712341, pid: 374 | 7 } 
{ key: 436812341, pid: 1104 | 4 } 
{ key: 436912341, pid: 1237 | 7 } 
{ key: 437012341, pid: 1117 | 3 } 
{ key: 437112341, pid: 331 | 1 } 
{ key: 437123411, pid: 434 | 8 } 
{ key: 437212341, pid: 1076 | 5 } 
{ key: 437412341, pid: 394 | 5 } 
{ key: 437512341, pid: 365 | 0 } 
{ key: 437612341, pid: 1188 | 4 } 
{ key: 437712341, pid: 143 | 4 } 
{ key: 437812341, pid: 420 | 3 } 
{ key: 437912341, pid: 686 | 7 } 
{ key: 438012341, pid: 157 | 6 } 
{ key: 438112341, pid: 640 | 3 } 
{ key: 438212341, pid: 1083 | 7 } 
{ key: 438312341, pid: 1134 | 8 } 
{ key: 438412341, pid: 1024 | 4 } 
{ key: 438512341, pid: 1062 | 6 } 
{ key: 438912341, pid: 1113 | 2 } 
{ key: 439012341, pid: 595 | 7 } 
{ key: 439112341, pid: 8 | 7 } 
{ key: 439123411, pid: 594 | 3 } 
{ key: 439212341, pid: 675 | 1 } 
{ key: 439312341, pid: 1065 | 0 } 
{ key: 439512341, pid: 1276 | 0 } 
{ key: 439612341, pid: 1241 | 6 } 
{ key: 439712341, pid: 1040 | 3 } 
{ key: 439812341, pid: 527 | 4 } 
{ key: 440012341, pid: 516 | 4 } 
{ key: 440112341, pid: 1167 | 0 } 
{ key: 440123411, pid: 135 | 1 } 
{ key: 440212341, pid: 346 | 8 } 
{ key: 440312341, pid: 789 | 4 } 
{ key: 440412341, pid: 603 | 1 } 
{ key: 440512341, pid: 626 | 6 } 
{ key: 440612341, pid: 691 | 7 } 
{ key: 440712341, pid: 55 | 7 } 
{ key: 440812341, pid: 1295 | 7 } 
{ key: 440912341, pid: 926 | 7 } 
{ key: 441012341, pid: 1346 | 0 } 
{ key: 441112341, pid: 1246 | 3 } 
{ key: 441212341, pid: 48 | 3 } 
{ key: 441312341, pid: 305 | 0 } 
{ key: 441412341, pid: 1099 | 4 } 
{ key: 441512341, pid: 313 | 4 } 
{ key: 441612341, pid: 442 | 8 } 
{ key: 441712341, pid: 574 | 6 } 
{ key: 442012341, pid: 1188 | 7 } 
{ key: 442112341, pid: 666 | 6 } 
{ key: 442123411, pid: 778 | 7 } 
{ key: 442212341, pid: 355 | 2 } 
{ key: 442412341, pid: 965 | 0 } 
{ key: 442512341, pid: 679 | 3 } 
{ key: 442712341, pid: 866 | 0 } 
{ key: 442812341, pid: 213 | 4 } 
{ key: 443012341, pid: 346 | 1 } 
{ key: 443112341, pid: 895 | 0 } 
{ key: 443123411, pid: 1297 | 8 } 
{ key: 443212341, pid: 660 | 3 } 
{ key: 443412341, pid: 230 | 4 } 
{ key: 443612341, pid: 502 | 6 } 
{ key: 443712341, pid: 340 | 3 } 
{ key: 443812341, pid: 1222 | 2 } 
{ key: 444012341, pid: 950 | 0 } 
{ key: 444123411, pid: 288 | 5 } 
{ key: 444212341, pid: 1079 | 5 } 
{ key: 444312341, pid: 921 | 6 } 
{ key: 444412341, pid: 358 | 8 } 
{ key: 444512341, pid: 278 | 8 } 
{ key: 444612341, pid: 199 | 5 } 
{ key: 444812341, pid: 0 | 0 } 
{ key: 444912341, pid: 889 | 7 } 
{ key: 445012341, pid: 880 | 1 } 
{ key: 445123411, pid: 462 | 4 } 
{ key: 445212341, pid: 800 | 6 } 
{ key: 445312341, pid: 591 | 6 } 
{ key: 445412341, pid: 650 | 0 } 
{ key: 445612341, pid: 543 | 4 } 
{ key: 445712341, pid: 1170 | 7 } 
{ key: 446012341, pid: 1086 | 4 } 
{ key: 446212341, pid: 721 | 6 } 
{ key: 446312341, pid: 1018 | 6 } 
{ key: 446512341, pid: 1157 | 1 } 
{ key: 446712341, pid: 248 | 7 } 
{ key: 446812341, pid: 475 | 8 } 
{ key: 447012341, pid: 813 | 3 } 
{ key: 447112341, pid: 894 | 1 } 
{ key: 447123411, pid: 226 | 5 } 
{ key: 447212341, pid: 7 | 5 } 
{ key: 447412341, pid: 1297 | 1 } 
{ key: 447512341, pid: 1191 | 5 } 
{ key: 447612341, pid: 1218 | 2 } 
{ key: 447712341, pid: 699 | 2 } 
{ key: 447812341, pid: 969 | 5 } 
{ key: 448112341, pid: 776 | 3 } 
{ key: 448123411, pid: 1196 | 3 } 
{ key: 448412341, pid: 1321 | 6 } 
{ key: 448512341, pid: 505 | 4 } 
{ key: 448712341, pid: 1089 | 8 } 
{ key: 448812341, pid: 1242 | 0 } 
{ key: 448912341, pid: 362 | 1 } 
{ key: 449012341, pid: 551 | 2 } 
{ key: 449112341, pid: 827 | 1 } 
{ key: 449123411, pid: 1348 | 0 } 
{ key: 449212341, pid: 619 | 8 } 
{ key: 449412341, pid: 303 | 3 } 
{ key: 449612341, pid: 1019 | 4 } 
{ key: 449712341, pid: 1182 | 3 } 
{ key: 449812341, pid: 1019 | 5 } 
{ key: 449912341, pid: 1102 | 0 } 
{ key: 450012341, pid: 1169 | 3 } 
{ key: 450112341, pid: 8 | 4 } 
{ key: 450123411, pid: 1266 | 1 } 
{ key: 450412341, pid: 1039 | 6 } 
{ key: 450512341, pid: 226 | 8 } 
{ key: 450612341, pid: 1185 | 7 } 
{ key: 450712341, pid: 858 | 7 } 
{ key: 450812341, pid: 791 | 4 } 
{ key: 450912341, pid: 734 | 2 } 
{ key: 451012341, pid: 257 | 4 } 
{ key: 451112341, pid: 836 | 6 } 
{ key: 451123411, pid: 421 | 1 } 
{ key: 451412341, pid: 957 | 5 } 
{ key: 451512341, pid: 899 | 2 } 
{ key: 451612341, pid: 482 | 5 } 
{ key: 451712341, pid: 467 | 7 } 
{ key: 451812341, pid: 490 | 1 } 
{ key: 451912341, pid: 382 | 2 } 
{ key: 452112341, pid: 184 | 6 } 
{ key: 452123411, pid: 232 | 6 } 
{ key: 452212341, pid: 4 | 2 } 
{ key: 452312341, pid: 839 | 1 } 
{ key: 452412341, pid: 75 | 2 } 
{ key: 452512341, pid: 1055 | 3 } 
{ key: 452612341, pid: 955 | 5 } 
{ key: 452712341, pid: 32 | 5 } 
{ key: 452912341, pid: 6 | 2 } 
{ key: 453012341, pid: 861 | 0 } 
{ key: 453112341, pid: 596 | 7 } 
{ key: 453123411, pid: 636 | 7 } 
{ key: 453212341, pid: 878 | 2 } 
{ key: 453312341, pid: 1109 | 8 } 
{ key: 453412341, pid: 655 | 2 } 
{ key: 453512341, pid: 1108 | 5 } 
{ key: 453612341, pid: 1056 | 7 } 
{ key: 453812341, pid: 1040 | 5 } 
{ key: 453912341, pid: 374 | 6 } 
{ key: 454012341, pid: 480 | 3 } 
{ key: 454112341, pid: 1242 | 5 } 
{ key: 454123411, pid: 1259 | 6 } 
{ key: 454212341, pid: 887 | 1 } 
{ key: 454312341, pid: 894 | 5 } 
{ key: 454412341, pid: 970 | 4 } 
{ key: 454512341, pid: 1214 | 8 } 
{ key: 454612341, pid: 45 | 2 } 
{ key: 454712341, pid: 899 | 7 } 
{ key: 455012341, pid: 144 | 6 } 
{ key: 455112341, pid: 774 | 7 } 
{ key: 455212341, pid: 1261 | 3 } 
{ key: 455312341, pid: 955 | 3 } 
{ key: 455412341, pid: 418 | 0 } 
{ key: 455512341, pid: 562 | 5 } 
{ key: 455612341, pid: 607 | 2 } 
{ key: 455712341, pid: 914 | 1 } 
{ key: 455812341, pid: 299 | 8 } 
{ key: 455912341, pid: 1188 | 1 } 
{ key: 456012341, pid: 254 | 4 } 
{ key: 456112341, pid: 1360 | 2 } 
{ key: 456212341, pid: 877 | 4 } 
{ key: 456312341, pid: 475 | 5 } 
{ key: 456412341, pid: 459 | 3 } 
{ key: 456512341, pid: 1205 | 7 } 
{ key: 456712341, pid: 1341 | 2 } 
{ key: 456812341, pid: 1358 | 5 } 
{ key: 457012341, pid: 1272 | 3 } 
{ key: 457112341, pid: 1354 | 8 } 
{ key: 457123411, pid: 82 | 7 } 
{ key: 457212341, pid: 535 | 7 } 
{ key: 457312341, pid: 1219 | 6 } 
{ key: 457412341, pid: 9 | 8 } 
{ key: 457512341, pid: 364 | 5 } 
{ key: 457812341, pid: 878 | 7 } 
{ key: 457912341, pid: 725 | 2 } 
{ key: 458112341, pid: 111 | 2 } 
{ key: 458123411, pid: 63 | 4 } 
{ key: 458212341, pid: 543 | 5 } 
{ key: 458312341, pid: 716 | 2 } 
{ key: 458412341, pid: 568 | 8 } 
{ key: 458512341, pid: 1245 | 6 } 
{ key: 458812341, pid: 585 | 5 } 
{ key: 458912341, pid: 1163 | 3 } 
{ key: 459012341, pid: 373 | 8 } 
{ key: 459112341, pid: 783 | 5 } 
{ key: 459123411, pid: 741 | 3 } 
{ key: 459212341, pid: 1157 | 5 } 
{ key: 459312341, pid: 664 | 2 } 
{ key: 459412341, pid: 1299 | 5 } 
{ key: 459812341, pid: 1197 | 6 } 
{ key: 460112341, pid: 1263 | 8 } 
{ key: 460123411, pid: 917 | 2 } 
{ key: 460312341, pid: 640 | 7 } 
{ key: 460412341, pid: 109 | 3 } 
{ key: 460512341, pid: 848 | 0 } 
{ key: 460612341, pid: 1174 | 3 } 
{ key: 460712341, pid: 1259 | 4 } 
{ key: 460812341, pid: 906 | 1 } 
{ key: 460912341, pid: 1127 | 7 } 
{ key: 461012341, pid: 831 | 7 } 
{ key: 461112341, pid: 1187 | 5 } 
{ key: 461412341, pid: 256 | 2 } 
{ key: 461512341, pid: 1183 | 2 } 
{ key: 461612341, pid: 916 | 7 } 
{ key: 461812341, pid: 718 | 0 } 
{ key: 461912341, pid: 691 | 3 } 
{ key: 462012341, pid: 1091 | 1 } 
{ key: 462112341, pid: 1278 | 7 } 
{ key: 462123411, pid: 740 | 3 } 
{ key: 462212341, pid: 748 | 6 } 
{ key: 462312341, pid: 634 | 8 } 
{ key: 462612341, pid: 572 | 1 } 
{ key: 462812341, pid: 1215 | 5 } 
{ key: 462912341, pid: 1257 | 6 } 
{ key: 463112341, pid: 856 | 6 } 
{ key: 463123411, pid: 1269 | 8 } 
{ key: 463212341, pid: 1147 | 6 } 
{ key: 463312341, pid: 1335 | 7 } 
{ key: 463412341, pid: 81 | 5 } 
{ key: 463512341, pid: 933 | 0 } 
{ key: 463712341, pid: 744 | 0 } 
{ key: 463812341, pid: 1253 | 3 } 
{ key: 463912341, pid: 667 | 2 } 
{ key: 464012341, pid: 686 | 3 } 
{ key: 464123411, pid: 493 | 1 } 
{ key: 464212341, pid: 350 | 2 } 
{ key: 464312341, pid: 872 | 5 } 
{ key: 464412341, pid: 707 | 3 } 
{ key: 464512341, pid: 618 | 5 } 
{ key: 464612341, pid: 476 | 2 } 
{ key: 465012341, pid: 13 | 5 } 
{ key: 465112341, pid: 1148 | 1 } 
{ key: 465123411, pid: 441 | 6 } 
{ key: 465412341, pid: 932 | 5 } 
{ key: 465512341, pid: 500 | 0 } 
{ key: 465712341, pid: 1364 | 1 } 
{ key: 466012341, pid: 1151 | 2 } 
{ key: 466112341, pid: 1073 | 1 } 
{ key: 466212341, pid: 926 | 3 } 
{ key: 466312341, pid: 292 | 1 } 
{ key: 466412341, pid: 1200 | 2 } 
{ key: 466512341, pid: 1327 | 1 } 
{ key: 466612341, pid: 257 | 7 } 
{ key: 466812341, pid: 1242 | 3 } 
{ key: 467112341, pid: 1095 | 4 } 
{ key: 467123411, pid: 115 | 0 } 
{ key: 467312341, pid: 903 | 5 } 
{ key: 467412341, pid: 8 | 6 } 
{ key: 467612341, pid: 31 | 8 } 
{ key: 467912341, pid: 810 | 7 } 
{ key: 468012341, pid: 26 | 6 } 
{ key: 468112341, pid: 408 | 6 } 
{ key: 468123411, pid: 361 | 0 } 
{ key: 468312341, pid: 672 | 8 } 
{ key: 468412341, pid: 841 | 3 } 
{ key: 468512341, pid: 332 | 6 } 
{ key: 468712341, pid: 788 | 2 } 
{ key: 469612341, pid: 592 | 7 } 
{ key: 469812341, pid: 527 | 6 } 
{ key: 469912341, pid: 961 | 1 } 
{ key: 470012341, pid: 326 | 4 } 
{ key: 470612341, pid: 515 | 1 } 
{ key: 470712341, pid: 175 | 0 } 
{ key: 470812341, pid: 970 | 6 } 
{ key: 470912341, pid: 1120 | 2 } 
{ key: 471012341, pid: 1112 | 1 } 
{ key: 471123411, pid: 894 | 0 } 
{ key: 471212341, pid: 410 | 3 } 
{ key: 471312341, pid: 937 | 8 } 
{ key: 471412341, pid: 652 | 6 } 
{ key: 471612341, pid: 803 | 2 } 
{ key: 471912341, pid: 717 | 6 } 
{ key: 472112341, pid: 962 | 0 } 
{ key: 472123411, pid: 806 | 3 } 
{ key: 472212341, pid: 610 | 5 } 
{ key: 472512341, pid: 570 | 0 } 
{ key: 472712341, pid: 1174 | 6 } 
{ key: 472812341, pid: 4 | 0 } 
{ key: 472912341, pid: 224 | 0 } 
{ key: 473012341, pid: 1062 | 5 } 
{ key: 473123411, pid: 1213 | 6 } 
{ key: 473212341, pid: 1011 | 0 } 
{ key: 473312341, pid: 275 | 0 } 
{ key: 473412341, pid: 1093 | 3 } 
{ key: 474123411, pid: 754 | 8 } 
{ key: 477123411, pid: 382 | 4 } 
{ key: 479123411, pid: 646 | 6 } 
